event_id,store_id,campaign_id,product_code,base_price,promo_type,quantity_sold(before_promo),quantity_sold(after_promo),quantity_lift,quantity_lift_pct,revenue_before_promo,discounted_price,revenue_after_promo,promo_effectiveness,is_successful_promo
7f81c2,STCHE-2,CAMP_DIW_01,P05,55,25% OFF,91,88,-3,-3.3,5005,41.25,3630.0,-1375.0,Unsuccessful
b17786,STMLR-0,CAMP_SAN_01,P13,350,BOGOF,63,163,100,158.73,22050,175.0,28525.0,6475.0,Successful
2cbc21,STHYD-1,CAMP_SAN_01,P09,90,25% OFF,58,47,-11,-18.97,5220,67.5,3172.5,-2047.5,Unsuccessful
eacf93,STTRV-1,CAMP_SAN_01,P11,190,50% OFF,24,34,10,41.67,4560,95.0,3230.0,-1330.0,Unsuccessful
0f184e,STVSK-0,CAMP_DIW_01,P05,55,25% OFF,89,80,-9,-10.11,4895,41.25,3300.0,-1595.0,Unsuccessful
52ec61,STBLR-8,CAMP_DIW_01,P10,65,50% OFF,133,172,39,29.32,8645,32.5,5590.0,-3055.0,Unsuccessful
541bef,STHYD-4,CAMP_SAN_01,P01,172,33% OFF,234,322,88,37.61,40248,115.24000000000001,37107.280000000006,-3140.719999999994,Unsuccessful
86a92b,STMLR-2,CAMP_DIW_01,P11,190,50% OFF,42,45,3,7.14,7980,95.0,4275.0,-3705.0,Unsuccessful
861116,STBLR-7,CAMP_DIW_01,P06,415,25% OFF,96,84,-12,-12.5,39840,311.25,26145.0,-13695.0,Unsuccessful
c6d7c5,STMYS-3,CAMP_DIW_01,P12,62,50% OFF,124,145,21,16.94,7688,31.0,4495.0,-3193.0,Unsuccessful
b58c2d,STMYS-0,CAMP_SAN_01,P02,860,33% OFF,499,703,204,40.88,429140,576.2,405068.60000000003,-24071.399999999965,Unsuccessful
d59c23,STCBE-3,CAMP_DIW_01,P03,156,25% OFF,252,224,-28,-11.11,39312,117.0,26208.0,-13104.0,Unsuccessful
68a7bc,STBLR-5,CAMP_DIW_01,P04,290,25% OFF,322,276,-46,-14.29,93380,217.5,60030.0,-33350.0,Unsuccessful
f98db5,STBLR-2,CAMP_SAN_01,P15,3000,500 Cashback,129,279,150,116.28,387000,2500.0,697500.0,310500.0,Successful
ffaba4,STBLR-8,CAMP_SAN_01,P09,90,25% OFF,46,33,-13,-28.26,4140,67.5,2227.5,-1912.5,Unsuccessful
f725c0,STCBE-3,CAMP_SAN_01,P03,200,BOGOF,228,898,670,293.86,45600,100.0,89800.0,44200.0,Successful
f8e037,STHYD-2,CAMP_DIW_01,P08,1190,BOGOF,52,175,123,236.54,61880,595.0,104125.0,42245.0,Successful
b526b4,STCHE-7,CAMP_SAN_01,P02,860,33% OFF,525,756,231,44.0,451500,576.2,435607.2,-15892.799999999988,Unsuccessful
0491f4,STVSK-2,CAMP_DIW_01,P11,190,50% OFF,38,58,20,52.63,7220,95.0,5510.0,-1710.0,Unsuccessful
879d99,STHYD-5,CAMP_DIW_01,P09,110,50% OFF,92,124,32,34.78,10120,55.0,6820.0,-3300.0,Unsuccessful
ec3591,STCHE-1,CAMP_SAN_01,P09,90,25% OFF,79,63,-16,-20.25,7110,67.5,4252.5,-2857.5,Unsuccessful
2db607,STCBE-1,CAMP_DIW_01,P14,1020,BOGOF,40,136,96,240.0,40800,510.0,69360.0,28560.0,Successful
b78191,STBLR-3,CAMP_SAN_01,P14,1020,BOGOF,91,361,270,296.7,92820,510.0,184110.0,91290.0,Successful
7b1d41,STMYS-2,CAMP_DIW_01,P14,1020,BOGOF,43,125,82,190.7,43860,510.0,63750.0,19890.0,Successful
a6e691,STCHE-0,CAMP_SAN_01,P03,200,BOGOF,294,1134,840,285.71,58800,100.0,113400.0,54600.0,Successful
f21ef6,STMLR-1,CAMP_SAN_01,P06,415,25% OFF,18,14,-4,-22.22,7470,311.25,4357.5,-3112.5,Unsuccessful
b999c5,STMYS-2,CAMP_SAN_01,P03,200,BOGOF,406,1015,609,150.0,81200,100.0,101500.0,20300.0,Successful
f6aa36,STVSK-3,CAMP_DIW_01,P06,415,25% OFF,63,54,-9,-14.29,26145,311.25,16807.5,-9337.5,Unsuccessful
d78c78,STCHE-0,CAMP_DIW_01,P14,1020,BOGOF,52,182,130,250.0,53040,510.0,92820.0,39780.0,Successful
12573c,STHYD-3,CAMP_SAN_01,P12,62,50% OFF,64,100,36,56.25,3968,31.0,3100.0,-868.0,Unsuccessful
38ebfb,STCBE-1,CAMP_SAN_01,P10,50,25% OFF,27,20,-7,-25.93,1350,37.5,750.0,-600.0,Unsuccessful
5d23c1,STVSK-4,CAMP_SAN_01,P12,62,50% OFF,40,58,18,45.0,2480,31.0,1798.0,-682.0,Unsuccessful
449732,STBLR-9,CAMP_DIW_01,P05,55,25% OFF,101,97,-4,-3.96,5555,41.25,4001.25,-1553.75,Unsuccessful
b83644,STBLR-6,CAMP_DIW_01,P11,190,50% OFF,75,117,42,56.0,14250,95.0,11115.0,-3135.0,Unsuccessful
17537,STMDU-2,CAMP_SAN_01,P08,1190,BOGOF,33,129,96,290.91,39270,595.0,76755.0,37485.0,Successful
ab8eb3,STHYD-6,CAMP_DIW_01,P06,415,25% OFF,85,74,-11,-12.94,35275,311.25,23032.5,-12242.5,Unsuccessful
99ce6a,STVSK-3,CAMP_SAN_01,P03,200,BOGOF,250,687,437,174.8,50000,100.0,68700.0,18700.0,Successful
42b041,STBLR-1,CAMP_DIW_01,P01,172,33% OFF,357,514,157,43.98,61404,115.24000000000001,59233.36000000001,-2170.639999999992,Unsuccessful
fd5955,STCBE-0,CAMP_DIW_01,P02,860,33% OFF,313,541,228,72.84,269180,576.2,311724.2,42544.20000000001,Successful
9.33E+11,STBLR-3,CAMP_SAN_01,P08,1190,BOGOF,40,154,114,285.0,47600,595.0,91630.0,44030.0,Successful
268b09,STMLR-1,CAMP_SAN_01,P13,350,BOGOF,49,189,140,285.71,17150,175.0,33075.0,15925.0,Successful
dcaeaa,STBLR-7,CAMP_DIW_01,P04,290,25% OFF,276,242,-34,-12.32,80040,217.5,52635.0,-27405.0,Unsuccessful
d31787,STMYS-2,CAMP_SAN_01,P10,50,25% OFF,25,20,-5,-20.0,1250,37.5,750.0,-500.0,Unsuccessful
f34069,STBLR-9,CAMP_SAN_01,P09,90,25% OFF,61,57,-4,-6.56,5490,67.5,3847.5,-1642.5,Unsuccessful
4f40ed,STCHE-5,CAMP_SAN_01,P02,860,33% OFF,564,721,157,27.84,485040,576.2,415440.2,-69599.79999999999,Unsuccessful
12bb06,STHYD-1,CAMP_DIW_01,P03,156,25% OFF,351,319,-32,-9.12,54756,117.0,37323.0,-17433.0,Unsuccessful
5f2c41,STCHE-6,CAMP_DIW_01,P08,1190,BOGOF,54,185,131,242.59,64260,595.0,110075.0,45815.0,Successful
e0de60,STHYD-6,CAMP_DIW_01,P03,156,25% OFF,327,294,-33,-10.09,51012,117.0,34398.0,-16614.0,Unsuccessful
152ae4,STHYD-1,CAMP_SAN_01,P12,62,50% OFF,51,57,6,11.76,3162,31.0,1767.0,-1395.0,Unsuccessful
8e6ee5,STMLR-0,CAMP_DIW_01,P05,55,25% OFF,52,45,-7,-13.46,2860,41.25,1856.25,-1003.75,Unsuccessful
d0fd0e,STBLR-0,CAMP_SAN_01,P11,190,50% OFF,43,62,19,44.19,8170,95.0,5890.0,-2280.0,Unsuccessful
4fa17c,STCHE-4,CAMP_DIW_01,P01,172,33% OFF,327,503,176,53.82,56244,115.24000000000001,57965.72,1721.7200000000012,Successful
bcf305,STCHE-5,CAMP_DIW_01,P09,110,50% OFF,75,80,5,6.67,8250,55.0,4400.0,-3850.0,Unsuccessful
66050c,STCHE-6,CAMP_SAN_01,P08,1190,BOGOF,60,238,178,296.67,71400,595.0,141610.0,70210.0,Successful
407f1c,STBLR-2,CAMP_SAN_01,P13,350,BOGOF,117,469,352,300.85,40950,175.0,82075.0,41125.0,Successful
e12c11,STCHE-1,CAMP_SAN_01,P14,1020,BOGOF,112,294,182,162.5,114240,510.0,149940.0,35700.0,Successful
46d57b,STBLR-9,CAMP_DIW_01,P13,350,BOGOF,94,329,235,250.0,32900,175.0,57575.0,24675.0,Successful
e80ad8,STCHE-7,CAMP_DIW_01,P10,65,50% OFF,136,179,43,31.62,8840,32.5,5817.5,-3022.5,Unsuccessful
f2bdcc,STBLR-4,CAMP_DIW_01,P01,172,33% OFF,337,478,141,41.84,57964,115.24000000000001,55084.72,-2879.279999999999,Unsuccessful
8d20b8,STBLR-5,CAMP_DIW_01,P09,110,50% OFF,75,95,20,26.67,8250,55.0,5225.0,-3025.0,Unsuccessful
f88523,STTRV-1,CAMP_SAN_01,P05,55,25% OFF,10,9,-1,-10.0,550,41.25,371.25,-178.75,Unsuccessful
177b80,STMLR-0,CAMP_SAN_01,P14,1020,BOGOF,37,96,59,159.46,37740,510.0,48960.0,11220.0,Successful
317699,STCHE-2,CAMP_SAN_01,P03,200,BOGOF,310,1246,936,301.94,62000,100.0,124600.0,62600.0,Successful
ef6d6d,STBLR-2,CAMP_SAN_01,P14,1020,BOGOF,88,346,258,293.18,89760,510.0,176460.0,86700.0,Successful
1e51ee,STVSK-3,CAMP_SAN_01,P12,62,50% OFF,43,51,8,18.6,2666,31.0,1581.0,-1085.0,Unsuccessful
c55ec9,STBLR-1,CAMP_SAN_01,P15,3000,500 Cashback,136,220,84,61.76,408000,2500.0,550000.0,142000.0,Successful
6bbadf,STHYD-1,CAMP_DIW_01,P14,1020,BOGOF,43,127,84,195.35,43860,510.0,64770.0,20910.0,Successful
edaef4,STHYD-5,CAMP_SAN_01,P03,200,BOGOF,416,1630,1214,291.83,83200,100.0,163000.0,79800.0,Successful
d3f755,STCBE-1,CAMP_SAN_01,P08,1190,BOGOF,43,171,128,297.67,51170,595.0,101745.0,50575.0,Successful
0ba095,STCBE-1,CAMP_DIW_01,P03,156,25% OFF,274,210,-64,-23.36,42744,117.0,24570.0,-18174.0,Unsuccessful
911349,STHYD-0,CAMP_DIW_01,P15,3000,500 Cashback,397,1214,817,205.79,1191000,2500.0,3035000.0,1844000.0,Successful
6d65d2,STBLR-8,CAMP_SAN_01,P04,370,BOGOF,480,1867,1387,288.96,177600,185.0,345395.0,167795.0,Successful
4ab3bc,STHYD-2,CAMP_SAN_01,P09,90,25% OFF,66,49,-17,-25.76,5940,67.5,3307.5,-2632.5,Unsuccessful
c22cf6,STCHE-6,CAMP_SAN_01,P12,62,50% OFF,58,81,23,39.66,3596,31.0,2511.0,-1085.0,Unsuccessful
cc2182,STMDU-1,CAMP_DIW_01,P12,62,50% OFF,85,117,32,37.65,5270,31.0,3627.0,-1643.0,Unsuccessful
bdf2b8,STVJD-1,CAMP_DIW_01,P12,62,50% OFF,56,71,15,26.79,3472,31.0,2201.0,-1271.0,Unsuccessful
db8aa8,STTRV-1,CAMP_SAN_01,P03,200,BOGOF,193,746,553,286.53,38600,100.0,74600.0,36000.0,Successful
466d6c,STMYS-1,CAMP_SAN_01,P11,190,50% OFF,31,50,19,61.29,5890,95.0,4750.0,-1140.0,Unsuccessful
6444b7,STCHE-2,CAMP_DIW_01,P06,415,25% OFF,85,81,-4,-4.71,35275,311.25,25211.25,-10063.75,Unsuccessful
f1cd45,STVJD-1,CAMP_DIW_01,P11,190,50% OFF,50,64,14,28.0,9500,95.0,6080.0,-3420.0,Unsuccessful
23421e,STBLR-2,CAMP_SAN_01,P12,62,50% OFF,54,77,23,42.59,3348,31.0,2387.0,-961.0,Unsuccessful
3c3c49,STCBE-2,CAMP_SAN_01,P08,1190,BOGOF,40,168,128,320.0,47600,595.0,99960.0,52360.0,Successful
680acd,STHYD-3,CAMP_SAN_01,P11,190,50% OFF,46,73,27,58.7,8740,95.0,6935.0,-1805.0,Unsuccessful
fe2fe7,STCHE-4,CAMP_DIW_01,P05,55,25% OFF,127,115,-12,-9.45,6985,41.25,4743.75,-2241.25,Unsuccessful
e2abd2,STCHE-3,CAMP_DIW_01,P09,110,50% OFF,73,92,19,26.03,8030,55.0,5060.0,-2970.0,Unsuccessful
7c51b1,STCBE-0,CAMP_DIW_01,P09,110,50% OFF,59,89,30,50.85,6490,55.0,4895.0,-1595.0,Unsuccessful
494f1b,STVSK-2,CAMP_SAN_01,P13,350,BOGOF,94,374,280,297.87,32900,175.0,65450.0,32550.0,Successful
144c17,STCHE-2,CAMP_DIW_01,P02,860,33% OFF,411,509,98,23.84,353460,576.2,293285.80000000005,-60174.19999999995,Unsuccessful
28acbc,STBLR-2,CAMP_DIW_01,P10,65,50% OFF,105,132,27,25.71,6825,32.5,4290.0,-2535.0,Unsuccessful
00af86,STCBE-0,CAMP_SAN_01,P06,415,25% OFF,15,14,-1,-6.67,6225,311.25,4357.5,-1867.5,Unsuccessful
6321fa,STCHE-3,CAMP_SAN_01,P10,50,25% OFF,31,26,-5,-16.13,1550,37.5,975.0,-575.0,Unsuccessful
6a7668,STCHE-4,CAMP_SAN_01,P15,3000,500 Cashback,112,321,209,186.61,336000,2500.0,802500.0,466500.0,Successful
c7fefa,STMDU-1,CAMP_SAN_01,P11,190,50% OFF,28,40,12,42.86,5320,95.0,3800.0,-1520.0,Unsuccessful
c5f80e,STCHE-1,CAMP_DIW_01,P14,1020,BOGOF,43,125,82,190.7,43860,510.0,63750.0,19890.0,Successful
86755e,STCHE-4,CAMP_SAN_01,P07,300,BOGOF,45,191,146,324.44,13500,150.0,28650.0,15150.0,Successful
3.56E+10,STMDU-3,CAMP_SAN_01,P08,1190,BOGOF,36,145,109,302.78,42840,595.0,86275.0,43435.0,Successful
a26b45,STBLR-3,CAMP_DIW_01,P01,172,33% OFF,287,413,126,43.9,49364,115.24000000000001,47594.12,-1769.8799999999974,Unsuccessful
fe7b5d,STHYD-2,CAMP_SAN_01,P03,200,BOGOF,472,1902,1430,302.97,94400,100.0,190200.0,95800.0,Successful
8d68bc,STHYD-2,CAMP_DIW_01,P03,156,25% OFF,357,289,-68,-19.05,55692,117.0,33813.0,-21879.0,Unsuccessful
9bc176,STHYD-3,CAMP_SAN_01,P04,370,BOGOF,416,1085,669,160.82,153920,185.0,200725.0,46805.0,Successful
17df71,STHYD-0,CAMP_SAN_01,P08,1190,BOGOF,46,179,133,289.13,54740,595.0,106505.0,51765.0,Successful
342d35,STCBE-3,CAMP_DIW_01,P08,1190,BOGOF,29,96,67,231.03,34510,595.0,57120.0,22610.0,Successful
d8f51c,STMYS-1,CAMP_DIW_01,P15,3000,500 Cashback,449,1499,1050,233.85,1347000,2500.0,3747500.0,2400500.0,Successful
cd36b2,STCHE-4,CAMP_DIW_01,P10,65,50% OFF,127,168,41,32.28,8255,32.5,5460.0,-2795.0,Unsuccessful
780aaa,STMYS-1,CAMP_SAN_01,P06,415,25% OFF,19,14,-5,-26.32,7885,311.25,4357.5,-3527.5,Unsuccessful
decd5e,STMDU-2,CAMP_SAN_01,P10,50,25% OFF,21,17,-4,-19.05,1050,37.5,637.5,-412.5,Unsuccessful
d88318,STCHE-5,CAMP_DIW_01,P08,1190,BOGOF,45,149,104,231.11,53550,595.0,88655.0,35105.0,Successful
bf2632,STCHE-1,CAMP_SAN_01,P12,62,50% OFF,57,66,9,15.79,3534,31.0,2046.0,-1488.0,Unsuccessful
902903,STVSK-2,CAMP_DIW_01,P13,350,BOGOF,49,164,115,234.69,17150,175.0,28700.0,11550.0,Successful
8481be,STCHE-1,CAMP_DIW_01,P04,290,25% OFF,327,287,-40,-12.23,94830,217.5,62422.5,-32407.5,Unsuccessful
333ef0,STHYD-0,CAMP_DIW_01,P14,1020,BOGOF,47,163,116,246.81,47940,510.0,83130.0,35190.0,Successful
5dd3d3,STVJD-0,CAMP_DIW_01,P09,110,50% OFF,40,54,14,35.0,4400,55.0,2970.0,-1430.0,Unsuccessful
98cc83,STVSK-0,CAMP_DIW_01,P10,65,50% OFF,84,127,43,51.19,5460,32.5,4127.5,-1332.5,Unsuccessful
5a6ad7,STBLR-9,CAMP_DIW_01,P14,1020,BOGOF,45,153,108,240.0,45900,510.0,78030.0,32130.0,Successful
b0cc1e,STBLR-9,CAMP_SAN_01,P02,860,33% OFF,610,847,237,38.85,524600,576.2,488041.4,-36558.59999999998,Unsuccessful
21b73e,STTRV-0,CAMP_DIW_01,P05,55,25% OFF,61,59,-2,-3.28,3355,41.25,2433.75,-921.25,Unsuccessful
c3c9e3,STVSK-1,CAMP_DIW_01,P15,3000,500 Cashback,301,869,568,188.7,903000,2500.0,2172500.0,1269500.0,Successful
b76f57,STBLR-8,CAMP_DIW_01,P13,350,BOGOF,66,220,154,233.33,23100,175.0,38500.0,15400.0,Successful
95792f,STMDU-2,CAMP_SAN_01,P15,3000,500 Cashback,106,243,137,129.25,318000,2500.0,607500.0,289500.0,Successful
53b2fd,STHYD-6,CAMP_DIW_01,P01,172,33% OFF,320,467,147,45.94,55040,115.24000000000001,53817.08,-1222.9199999999983,Unsuccessful
6a54d2,STCHE-5,CAMP_SAN_01,P01,172,33% OFF,303,360,57,18.81,52116,115.24000000000001,41486.4,-10629.599999999999,Unsuccessful
cb7ddd,STVJD-1,CAMP_DIW_01,P09,110,50% OFF,49,65,16,32.65,5390,55.0,3575.0,-1815.0,Unsuccessful
f57184,STHYD-5,CAMP_SAN_01,P05,55,25% OFF,21,18,-3,-14.29,1155,41.25,742.5,-412.5,Unsuccessful
4f76ac,STMYS-3,CAMP_DIW_01,P04,290,25% OFF,383,344,-39,-10.18,111070,217.5,74820.0,-36250.0,Unsuccessful
3b086a,STBLR-4,CAMP_SAN_01,P06,415,25% OFF,36,29,-7,-19.44,14940,311.25,9026.25,-5913.75,Unsuccessful
0cc836,STVSK-0,CAMP_SAN_01,P05,55,25% OFF,18,14,-4,-22.22,990,41.25,577.5,-412.5,Unsuccessful
aacd2a,STMYS-3,CAMP_SAN_01,P10,50,25% OFF,25,21,-4,-16.0,1250,37.5,787.5,-462.5,Unsuccessful
3968a6,STMYS-3,CAMP_SAN_01,P05,55,25% OFF,19,16,-3,-15.79,1045,41.25,660.0,-385.0,Unsuccessful
fc2170,STCBE-3,CAMP_SAN_01,P08,1190,BOGOF,40,158,118,295.0,47600,595.0,94010.0,46410.0,Successful
368ca0,STBLR-4,CAMP_SAN_01,P04,370,BOGOF,432,1736,1304,301.85,159840,185.0,321160.0,161320.0,Successful
729701,STVSK-2,CAMP_SAN_01,P06,415,25% OFF,22,18,-4,-18.18,9130,311.25,5602.5,-3527.5,Unsuccessful
6d863b,STCBE-1,CAMP_SAN_01,P07,300,BOGOF,40,155,115,287.5,12000,150.0,23250.0,11250.0,Successful
1d651c,STCHE-5,CAMP_SAN_01,P15,3000,500 Cashback,121,273,152,125.62,363000,2500.0,682500.0,319500.0,Successful
a7aa70,STMDU-2,CAMP_SAN_01,P11,190,50% OFF,25,28,3,12.0,4750,95.0,2660.0,-2090.0,Unsuccessful
06c981,STHYD-2,CAMP_DIW_01,P14,1020,BOGOF,42,139,97,230.95,42840,510.0,70890.0,28050.0,Successful
626cb9,STMLR-0,CAMP_DIW_01,P09,110,50% OFF,36,48,12,33.33,3960,55.0,2640.0,-1320.0,Unsuccessful
6c1493,STVJD-1,CAMP_SAN_01,P15,3000,500 Cashback,66,144,78,118.18,198000,2500.0,360000.0,162000.0,Successful
c22ead,STBLR-6,CAMP_SAN_01,P11,190,50% OFF,43,66,23,53.49,8170,95.0,6270.0,-1900.0,Unsuccessful
a35a4f,STCHE-6,CAMP_DIW_01,P10,65,50% OFF,122,153,31,25.41,7930,32.5,4972.5,-2957.5,Unsuccessful
4f7c26,STCBE-4,CAMP_DIW_01,P15,3000,500 Cashback,316,818,502,158.86,948000,2500.0,2045000.0,1097000.0,Successful
c4dae9,STHYD-0,CAMP_DIW_01,P08,1190,BOGOF,52,180,128,246.15,61880,595.0,107100.0,45220.0,Successful
f199be,STBLR-6,CAMP_DIW_01,P06,415,25% OFF,87,78,-9,-10.34,36105,311.25,24277.5,-11827.5,Unsuccessful
c1debe,STCHE-3,CAMP_DIW_01,P15,3000,500 Cashback,381,1303,922,241.99,1143000,2500.0,3257500.0,2114500.0,Successful
d61f6f,STHYD-3,CAMP_SAN_01,P03,200,BOGOF,331,903,572,172.81,66200,100.0,90300.0,24100.0,Successful
459bc3,STBLR-8,CAMP_SAN_01,P13,350,BOGOF,97,378,281,289.69,33950,175.0,66150.0,32200.0,Successful
ed90b8,STVSK-4,CAMP_SAN_01,P05,55,25% OFF,18,13,-5,-27.78,990,41.25,536.25,-453.75,Unsuccessful
8fecef,STCHE-1,CAMP_DIW_01,P07,300,BOGOF,75,217,142,189.33,22500,150.0,32550.0,10050.0,Successful
dc2bb1,STMYS-3,CAMP_SAN_01,P02,860,33% OFF,400,476,76,19.0,344000,576.2,274271.2,-69728.79999999999,Unsuccessful
13a676,STCBE-4,CAMP_DIW_01,P01,172,33% OFF,203,296,93,45.81,34916,115.24000000000001,34111.04,-804.9599999999991,Unsuccessful
42fb76,STHYD-5,CAMP_DIW_01,P10,65,50% OFF,112,151,39,34.82,7280,32.5,4907.5,-2372.5,Unsuccessful
f741af,STHYD-2,CAMP_SAN_01,P01,172,33% OFF,333,456,123,36.94,57276,115.24000000000001,52549.44,-4726.559999999998,Unsuccessful
5c6465,STHYD-5,CAMP_SAN_01,P08,1190,BOGOF,36,139,103,286.11,42840,595.0,82705.0,39865.0,Successful
2ba228,STCHE-5,CAMP_DIW_01,P02,860,33% OFF,316,388,72,22.78,271760,576.2,223565.6,-48194.399999999994,Unsuccessful
21ac82,STHYD-2,CAMP_SAN_01,P06,415,25% OFF,46,34,-12,-26.09,19090,311.25,10582.5,-8507.5,Unsuccessful
8e97d1,STBLR-7,CAMP_SAN_01,P09,90,25% OFF,72,58,-14,-19.44,6480,67.5,3915.0,-2565.0,Unsuccessful
335090,STMYS-0,CAMP_DIW_01,P15,3000,500 Cashback,262,673,411,156.87,786000,2500.0,1682500.0,896500.0,Successful
fc8d10,STMLR-0,CAMP_SAN_01,P08,1190,BOGOF,27,70,43,159.26,32130,595.0,41650.0,9520.0,Successful
9a425b,STCBE-0,CAMP_DIW_01,P03,156,25% OFF,276,267,-9,-3.26,43056,117.0,31239.0,-11817.0,Unsuccessful
4f570c,STBLR-7,CAMP_DIW_01,P05,55,25% OFF,122,107,-15,-12.3,6710,41.25,4413.75,-2296.25,Unsuccessful
d1138a,STTRV-1,CAMP_DIW_01,P12,62,50% OFF,63,84,21,33.33,3906,31.0,2604.0,-1302.0,Unsuccessful
b6dd84,STVJD-1,CAMP_SAN_01,P01,172,33% OFF,166,225,59,35.54,28552,115.24000000000001,25929.000000000004,-2622.9999999999964,Unsuccessful
151c7d,STMLR-1,CAMP_DIW_01,P06,415,25% OFF,49,42,-7,-14.29,20335,311.25,13072.5,-7262.5,Unsuccessful
240703,STHYD-5,CAMP_SAN_01,P02,860,33% OFF,471,659,188,39.92,405060,576.2,379715.80000000005,-25344.199999999953,Unsuccessful
8d5095,STCBE-2,CAMP_DIW_01,P15,3000,500 Cashback,234,840,606,258.97,702000,2500.0,2100000.0,1398000.0,Successful
efd0d2,STMYS-2,CAMP_DIW_01,P15,3000,500 Cashback,486,1273,787,161.93,1458000,2500.0,3182500.0,1724500.0,Successful
8ef678,STMYS-3,CAMP_DIW_01,P01,172,33% OFF,311,398,87,27.97,53492,115.24000000000001,45865.520000000004,-7626.479999999996,Unsuccessful
4ca177,STVSK-4,CAMP_SAN_01,P14,1020,BOGOF,75,198,123,164.0,76500,510.0,100980.0,24480.0,Successful
fc3f51,STBLR-6,CAMP_SAN_01,P07,300,BOGOF,40,165,125,312.5,12000,150.0,24750.0,12750.0,Successful
f3d93f,STHYD-4,CAMP_DIW_01,P09,110,50% OFF,73,95,22,30.14,8030,55.0,5225.0,-2805.0,Unsuccessful
792708,STBLR-5,CAMP_SAN_01,P13,350,BOGOF,115,445,330,286.96,40250,175.0,77875.0,37625.0,Successful
4692bf,STMLR-0,CAMP_SAN_01,P04,370,BOGOF,267,731,464,173.78,98790,185.0,135235.0,36445.0,Successful
deb3a5,STHYD-2,CAMP_SAN_01,P12,62,50% OFF,52,72,20,38.46,3224,31.0,2232.0,-992.0,Unsuccessful
a0dc46,STHYD-3,CAMP_DIW_01,P05,55,25% OFF,129,104,-25,-19.38,7095,41.25,4290.0,-2805.0,Unsuccessful
bb447f,STCBE-3,CAMP_SAN_01,P12,62,50% OFF,36,55,19,52.78,2232,31.0,1705.0,-527.0,Unsuccessful
fa1dd3,STCHE-3,CAMP_SAN_01,P15,3000,500 Cashback,127,367,240,188.98,381000,2500.0,917500.0,536500.0,Successful
837127,STVJD-0,CAMP_DIW_01,P03,156,25% OFF,208,197,-11,-5.29,32448,117.0,23049.0,-9399.0,Unsuccessful
6aae63,STMYS-2,CAMP_DIW_01,P13,350,BOGOF,63,189,126,200.0,22050,175.0,33075.0,11025.0,Successful
a24528,STVSK-2,CAMP_DIW_01,P05,55,25% OFF,70,62,-8,-11.43,3850,41.25,2557.5,-1292.5,Unsuccessful
4ff977,STVSK-4,CAMP_DIW_01,P15,3000,500 Cashback,292,750,458,156.85,876000,2500.0,1875000.0,999000.0,Successful
3.42E+08,STMDU-3,CAMP_SAN_01,P11,190,50% OFF,34,38,4,11.76,6460,95.0,3610.0,-2850.0,Unsuccessful
f8b215,STBLR-4,CAMP_DIW_01,P14,1020,BOGOF,40,138,98,245.0,40800,510.0,70380.0,29580.0,Successful
f6c17f,STBLR-0,CAMP_SAN_01,P09,90,25% OFF,54,45,-9,-16.67,4860,67.5,3037.5,-1822.5,Unsuccessful
67f756,STHYD-5,CAMP_SAN_01,P13,350,BOGOF,111,441,330,297.3,38850,175.0,77175.0,38325.0,Successful
d6cc80,STCHE-4,CAMP_DIW_01,P07,300,BOGOF,61,236,175,286.89,18300,150.0,35400.0,17100.0,Successful
9d9a6c,STCBE-1,CAMP_SAN_01,P15,3000,500 Cashback,82,190,108,131.71,246000,2500.0,475000.0,229000.0,Successful
7ae5f8,STCHE-7,CAMP_DIW_01,P11,190,50% OFF,87,114,27,31.03,16530,95.0,10830.0,-5700.0,Unsuccessful
fedf26,STMLR-2,CAMP_SAN_01,P10,50,25% OFF,19,15,-4,-21.05,950,37.5,562.5,-387.5,Unsuccessful
bfdede,STMYS-2,CAMP_SAN_01,P11,190,50% OFF,61,86,25,40.98,11590,95.0,8170.0,-3420.0,Unsuccessful
e2f806,STMDU-1,CAMP_DIW_01,P14,1020,BOGOF,36,126,90,250.0,36720,510.0,64260.0,27540.0,Successful
2706c5,STMYS-2,CAMP_DIW_01,P12,62,50% OFF,77,97,20,25.97,4774,31.0,3007.0,-1767.0,Unsuccessful
79f662,STVSK-1,CAMP_SAN_01,P09,90,25% OFF,40,28,-12,-30.0,3600,67.5,1890.0,-1710.0,Unsuccessful
3133f3,STCHE-5,CAMP_SAN_01,P09,90,25% OFF,63,53,-10,-15.87,5670,67.5,3577.5,-2092.5,Unsuccessful
fd4e7e,STCBE-4,CAMP_SAN_01,P03,200,BOGOF,336,913,577,171.73,67200,100.0,91300.0,24100.0,Successful
77c6d5,STCHE-1,CAMP_DIW_01,P09,110,50% OFF,59,67,8,13.56,6490,55.0,3685.0,-2805.0,Unsuccessful
0d23fe,STVSK-4,CAMP_DIW_01,P09,110,50% OFF,63,86,23,36.51,6930,55.0,4730.0,-2200.0,Unsuccessful
221da2,STCBE-3,CAMP_SAN_01,P15,3000,500 Cashback,91,211,120,131.87,273000,2500.0,527500.0,254500.0,Successful
b1a501,STBLR-0,CAMP_DIW_01,P11,190,50% OFF,80,108,28,35.0,15200,95.0,10260.0,-4940.0,Unsuccessful
4e42b9,STHYD-4,CAMP_SAN_01,P03,200,BOGOF,376,1447,1071,284.84,75200,100.0,144700.0,69500.0,Successful
